result,choices
235694,1,1
235697,1,1
235698,1,1
235714,1,6
235716,1,4
235718,1,4
235719,1,4
235741,1,6
235746,1,1
235748,1,1
235749,1,1
235761,1,4
235764,1,1
235768,1,1
235769,1,1
235781,1,4
235784,1,1
235786,1,1
235789,1,1
235791,1,4
235794,1,1
235796,1,1
235798,1,1
235814,1,6
235816,1,4
235817,1,4
235819,1,4
235841,1,6
235846,1,1
235847,1,1
235849,1,1
235861,1,4
235864,1,1
235867,1,1
235869,1,1
235871,1,4
235874,1,1
235876,1,1
235879,1,1
235891,1,4
235894,1,1
235896,1,1
235897,1,1
235914,0,6
235916,0,4
235917,0,4
235918,0,4
235941,0,6
235946,1,1
235947,1,1
235948,0,1
235961,0,4
235964,1,1
235967,1,1
235968,0,1
235971,0,4
235974,1,1
235976,1,1
235978,0,1
235981,0,4
235984,0,1
235986,0,1
235987,0,1
236145,1,7
236147,0,5
236148,0,5
236149,1,5
236154,1,7
236157,0,4
236158,0,4
236159,1,4
236174,0,5
236175,0,4
236178,0,4
236179,0,4
236184,0,5
236185,0,4
236187,0,4
236189,0,4
236194,1,5
236195,1,4
236197,0,4
236198,0,4
236415,0,7
236417,1,5
236418,1,5
236419,0,5
236451,0,7
236457,0,1
236458,0,1
236459,0,1
236471,1,5
236475,0,1
236478,1,1
236479,0,1
236481,1,5
236485,0,1
236487,1,1
236489,0,1
236491,0,5
236495,0,1
236497,0,1
236498,0,1
236514,1,7
236517,1,4
236518,1,4
236519,1,4
236541,1,7
236547,0,1
236548,0,1
236549,1,1
236571,1,4
236574,0,1
236578,0,1
236579,1,1
236581,1,4
236584,0,1
236587,0,1
236589,1,1
236591,1,4
236594,1,1
236597,1,1
236598,1,1
236714,1,5
236715,1,4
236718,1,4
236719,1,4
236741,1,5
236745,1,1
236748,1,1
236749,1,1
236751,1,4
236754,1,1
236758,1,1
236759,1,1
236781,1,4
236784,1,1
236785,1,1
236789,1,1
236791,1,4
236794,1,1
236795,1,1
236798,1,1
236814,0,5
236815,0,4
236817,0,4
236819,0,4
236841,0,5
236845,0,1
236847,1,1
236849,1,1
236851,0,4
236854,0,1
236857,0,1
236859,0,1
236871,0,4
236874,1,1
236875,0,1
236879,1,1
236891,0,4
236894,1,1
236895,0,1
236897,1,1
236914,0,5
236915,1,4
236917,0,4
236918,1,4
236941,0,5
236945,0,1
236947,0,1
236948,0,1
236951,1,4
236954,0,1
236957,0,1
236958,1,1
236971,0,4
236974,0,1
236975,0,1
236978,0,1
236981,1,4
236984,0,1
236985,1,1
236987,0,1
237145,-1,6
237146,-1,5
237148,1,5
237149,1,5
237154,-1,6
237156,-1,4
237158,0,4
237159,0,4
237164,-1,5
237165,-1,4
237168,0,4
237169,0,4
237184,1,5
237185,0,4
237186,0,4
237189,1,4
237194,1,5
237195,0,4
237196,0,4
237198,1,4
237415,0,6
237416,0,5
237418,0,5
237419,0,5
237451,0,6
237456,0,1
237458,0,1
237459,0,1
237461,0,5
237465,0,1
237468,0,1
237469,0,1
237481,0,5
237485,0,1
237486,0,1
237489,0,1
237491,0,5
237495,0,1
237496,0,1
237498,0,1
237514,1,6
237516,1,4
237518,1,4
237519,1,4
237541,1,6
237546,1,1
237548,1,1
237549,1,1
237561,1,4
237564,1,1
237568,1,1
237569,1,1
237581,1,4
237584,1,1
237586,1,1
237589,1,1
237591,1,4
237594,1,1
237596,1,1
237598,1,1
237614,1,5
237615,1,4
237618,1,4
237619,1,4
237641,1,5
237645,1,1
237648,1,1
237649,1,1
237651,1,4
237654,1,1
237658,1,1
237659,1,1
237681,1,4
237684,1,1
237685,1,1
237689,1,1
237691,1,4
237694,1,1
237695,1,1
237698,1,1
237814,0,5
237815,-1,4
237816,0,4
237819,0,4
237841,0,5
237845,-1,1
237846,-1,1
237849,0,1
237851,-1,4
237854,-1,1
237856,-1,1
237859,-1,1
237861,0,4
237864,-1,1
237865,-1,1
237869,0,1
237891,0,4
237894,0,1
237895,-1,1
237896,0,1
237914,0,5
237915,0,4
237916,-1,4
237918,0,4
237941,0,5
237945,-1,1
237946,-1,1
237948,0,1
237951,0,4
237954,-1,1
237956,-1,1
237958,0,1
237961,-1,4
237964,-1,1
237965,-1,1
237968,-1,1
237981,0,4
237984,0,1
237985,0,1
237986,-1,1
238145,-1,6
238146,-1,5
238147,1,5
238149,1,5
238154,-1,6
238156,-1,4
238157,1,4
238159,1,4
238164,-1,5
238165,-1,4
238167,1,4
238169,1,4
238174,1,5
238175,1,4
238176,1,4
238179,1,4
238194,1,5
238195,1,4
238196,1,4
238197,1,4
238415,1,6
238416,1,5
238417,1,5
238419,1,5
238451,1,6
238456,1,1
238457,1,1
238459,1,1
238461,1,5
238465,1,1
238467,1,1
238469,1,1
238471,1,5
238475,1,1
238476,1,1
238479,1,1
238491,1,5
238495,1,1
238496,1,1
238497,1,1
238514,1,6
238516,1,4
238517,1,4
238519,1,4
238541,1,6
238546,1,1
238547,1,1
238549,1,1
238561,1,4
238564,1,1
238567,1,1
238569,1,1
238571,1,4
238574,1,1
238576,1,1
238579,1,1
238591,1,4
238594,1,1
238596,1,1
238597,1,1
238614,0,5
238615,0,4
238617,0,4
238619,0,4
238641,0,5
238645,0,1
238647,1,1
238649,1,1
238651,0,4
238654,0,1
238657,0,1
238659,0,1
238671,0,4
238674,1,1
238675,0,1
238679,1,1
238691,0,4
238694,1,1
238695,0,1
238697,1,1
238714,0,5
238715,-1,4
238716,0,4
238719,0,4
238741,0,5
238745,-1,1
238746,-1,1
238749,0,1
238751,-1,4
238754,-1,1
238756,-1,1
238759,-1,1
238761,0,4
238764,-1,1
238765,-1,1
238769,0,1
238791,0,4
238794,0,1
238795,-1,1
238796,0,1
238914,0,5
238915,0,4
238916,1,4
238917,1,4
238941,0,5
238945,-1,1
238946,-1,1
238947,0,1
238951,0,4
238954,-1,1
238956,-1,1
238957,0,1
238961,1,4
238964,-1,1
238965,-1,1
238967,1,1
238971,1,4
238974,0,1
238975,0,1
238976,1,1
239145,-1,6
239146,-1,5
239147,0,5
239148,0,5
239154,-1,6
239156,-1,4
239157,0,4
239158,0,4
239164,-1,5
239165,-1,4
239167,1,4
239168,1,4
239174,0,5
239175,0,4
239176,1,4
239178,1,4
239184,0,5
239185,0,4
239186,1,4
239187,1,4
239415,1,6
239416,1,5
239417,1,5
239418,1,5
239451,1,6
239456,1,1
239457,1,1
239458,1,1
239461,1,5
239465,1,1
239467,1,1
239468,1,1
239471,1,5
239475,1,1
239476,1,1
239478,1,1
239481,1,5
239485,1,1
239486,1,1
239487,1,1
239514,0,6
239516,0,4
239517,0,4
239518,0,4
239541,0,6
239546,1,1
239547,1,1
239548,0,1
239561,0,4
239564,1,1
239567,1,1
239568,0,1
239571,0,4
239574,1,1
239576,1,1
239578,0,1
239581,0,4
239584,0,1
239586,0,1
239587,0,1
239614,0,5
239615,1,4
239617,0,4
239618,1,4
239641,0,5
239645,0,1
239647,0,1
239648,0,1
239651,1,4
239654,0,1
239657,0,1
239658,1,1
239671,0,4
239674,0,1
239675,0,1
239678,0,1
239681,1,4
239684,0,1
239685,1,1
239687,0,1
239714,0,5
239715,0,4
239716,-1,4
239718,0,4
239741,0,5
239745,-1,1
239746,-1,1
239748,0,1
239751,0,4
239754,-1,1
239756,-1,1
239758,0,1
239761,-1,4
239764,-1,1
239765,-1,1
239768,-1,1
239781,0,4
239784,0,1
239785,0,1
239786,-1,1
239814,0,5
239815,0,4
239816,1,4
239817,1,4
239841,0,5
239845,-1,1
239846,-1,1
239847,0,1
239851,0,4
239854,-1,1
239856,-1,1
239857,0,1
239861,1,4
239864,-1,1
239865,-1,1
239867,1,1
239871,1,4
239874,0,1
239875,0,1
239876,1,1
241356,1,7
241357,1,6
241358,0,6
241359,0,6
241365,1,7
241367,1,5
241368,0,5
241369,0,5
241375,1,6
241376,1,5
241378,0,5
241379,0,5
241385,0,6
241386,0,5
241387,0,5
241389,0,5
241395,0,6
241396,0,5
241397,0,5
241398,0,5
241536,1,7
241537,1,6
241538,1,6
241539,1,6
241563,1,7
241567,1,3
241568,0,3
241569,0,3
241573,1,6
241576,1,3
241578,1,3
241579,1,3
241583,1,6
241586,0,3
241587,1,3
241589,0,3
241593,1,6
241596,0,3
241597,1,3
241598,0,3
241635,0,7
241637,0,5
241638,1,5
241639,1,5
241653,0,7
241657,0,3
241658,0,3
241659,0,3
241673,0,5
241675,0,3
241678,0,3
241679,0,3
241683,1,5
241685,0,3
241687,0,3
241689,1,3
241693,1,5
241695,0,3
241697,0,3
241698,1,3
241735,1,6
241736,0,5
241738,1,5
241739,0,5
241753,1,6
241756,0,3
241758,1,3
241759,0,3
241763,0,5
241765,0,3
241768,0,3
241769,0,3
241783,1,5
241785,1,3
241786,0,3
241789,0,3
241793,0,5
241795,0,3
241796,0,3
241798,0,3
241835,0,6
241836,0,5
241837,0,5
241839,0,5
241853,0,6
241856,0,3
241857,0,3
241859,0,3
241863,0,5
241865,0,3
241867,1,3
241869,1,3
241873,0,5
241875,0,3
241876,1,3
241879,1,3
241893,0,5
241895,0,3
241896,1,3
241897,1,3
241935,1,6
241936,1,5
241937,1,5
241938,1,5
241953,1,6
241956,1,3
241957,1,3
241958,1,3
241963,1,5
241965,1,3
241967,1,3
241968,1,3
241973,1,5
241975,1,3
241976,1,3
241978,1,3
241983,1,5
241985,1,3
241986,1,3
241987,1,3
243156,1,7
243157,1,6
243158,0,6
243159,0,6
243165,1,7
243167,1,5
243168,0,5
243169,0,5
243175,1,6
243176,1,5
243178,0,5
243179,0,5
243185,0,6
243186,0,5
243187,0,5
243189,0,5
243195,0,6
243196,0,5
243197,0,5
243198,0,5
243516,0,7
243517,1,6
243518,0,6
243519,1,6
243561,0,7
243567,0,1
243568,0,1
243569,0,1
243571,1,6
243576,0,1
243578,0,1
243579,1,1
243581,0,6
243586,0,1
243587,0,1
243589,0,1
243591,1,6
243596,0,1
243597,1,1
243598,0,1
243615,0,7
243617,1,5
243618,1,5
243619,0,5
243651,0,7
243657,0,1
243658,0,1
243659,0,1
243671,1,5
243675,0,1
243678,1,1
243679,0,1
243681,1,5
243685,0,1
243687,1,1
243689,0,1
243691,0,5
243695,0,1
243697,0,1
243698,0,1
243715,0,6
243716,0,5
243718,0,5
243719,0,5
243751,0,6
243756,0,1
243758,0,1
243759,0,1
243761,0,5
243765,0,1
243768,0,1
243769,0,1
243781,0,5
243785,0,1
243786,0,1
243789,0,1
243791,0,5
243795,0,1
243796,0,1
243798,0,1
243815,1,6
243816,1,5
243817,1,5
243819,1,5
243851,1,6
243856,1,1
243857,1,1
243859,1,1
243861,1,5
243865,1,1
243867,1,1
243869,1,1
243871,1,5
243875,1,1
243876,1,1
243879,1,1
243891,1,5
243895,1,1
243896,1,1
243897,1,1
243915,1,6
243916,1,5
243917,1,5
243918,1,5
243951,1,6
243956,1,1
243957,1,1
243958,1,1
243961,1,5
243965,1,1
243967,1,1
243968,1,1
243971,1,5
243975,1,1
243976,1,1
243978,1,1
243981,1,5
243985,1,1
243986,1,1
243987,1,1
245136,1,7
245137,1,6
245138,1,6
245139,1,6
245163,1,7
245167,1,3
245168,0,3
245169,0,3
245173,1,6
245176,1,3
245178,1,3
245179,1,3
245183,1,6
245186,0,3
245187,1,3
245189,0,3
245193,1,6
245196,0,3
245197,1,3
245198,0,3
245316,0,7
245317,1,6
245318,0,6
245319,1,6
245361,0,7
245367,0,1
245368,0,1
245369,0,1
245371,1,6
245376,0,1
245378,0,1
245379,1,1
245381,0,6
245386,0,1
245387,0,1
245389,0,1
245391,1,6
245396,0,1
245397,1,1
245398,0,1
245613,1,7
245617,1,3
245618,1,3
245619,1,3
245631,1,7
245637,1,1
245638,1,1
245639,1,1
245671,1,3
245673,1,1
245678,1,1
245679,1,1
245681,1,3
245683,1,1
245687,1,1
245689,1,1
245691,1,3
245693,1,1
245697,1,1
245698,1,1
245713,1,6
245716,0,3
245718,0,3
245719,1,3
245731,1,6
245736,0,1
245738,0,1
245739,1,1
245761,0,3
245763,0,1
245768,0,1
245769,0,1
245781,0,3
245783,0,1
245786,0,1
245789,0,1
245791,1,3
245793,1,1
245796,0,1
245798,0,1
245813,1,6
245816,1,3
245817,1,3
245819,1,3
245831,1,6
245836,1,1
245837,1,1
245839,1,1
245861,1,3
245863,1,1
245867,1,1
245869,1,1
245871,1,3
245873,1,1
245876,1,1
245879,1,1
245891,1,3
245893,1,1
245896,1,1
245897,1,1
245913,1,6
245916,1,3
245917,1,3
245918,1,3
245931,1,6
245936,1,1
245937,1,1
245938,1,1
245961,1,3
245963,1,1
245967,1,1
245968,1,1
245971,1,3
245973,1,1
245976,1,1
245978,1,1
245981,1,3
245983,1,1
245986,1,1
245987,1,1
246135,0,7
246137,0,5
246138,1,5
246139,1,5
246153,0,7
246157,0,3
246158,0,3
246159,0,3
246173,0,5
246175,0,3
246178,0,3
246179,0,3
246183,1,5
246185,0,3
246187,0,3
246189,1,3
246193,1,5
246195,0,3
246197,0,3
246198,1,3
246315,0,7
246317,1,5
246318,1,5
246319,0,5
246351,0,7
246357,0,1
246358,0,1
246359,0,1
246371,1,5
246375,0,1
246378,1,1
246379,0,1
246381,1,5
246385,0,1
246387,1,1
246389,0,1
246391,0,5
246395,0,1
246397,0,1
246398,0,1
246513,1,7
246517,1,3
246518,1,3
246519,1,3
246531,1,7
246537,1,1
246538,1,1
246539,1,1
246571,1,3
246573,1,1
246578,1,1
246579,1,1
246581,1,3
246583,1,1
246587,1,1
246589,1,1
246591,1,3
246593,1,1
246597,1,1
246598,1,1
246713,1,5
246715,1,3
246718,1,3
246719,1,3
246731,1,5
246735,1,1
246738,1,1
246739,1,1
246751,1,3
246753,1,1
246758,1,1
246759,1,1
246781,1,3
246783,1,1
246785,1,1
246789,1,1
246791,1,3
246793,1,1
246795,1,1
246798,1,1
246813,0,5
246815,0,3
246817,0,3
246819,0,3
246831,0,5
246835,0,1
246837,0,1
246839,0,1
246851,0,3
246853,0,1
246857,0,1
246859,0,1
246871,0,3
246873,0,1
246875,0,1
246879,0,1
246891,0,3
246893,0,1
246895,0,1
246897,0,1
246913,1,5
246915,1,3
246917,1,3
246918,1,3
246931,1,5
246935,1,1
246937,1,1
246938,1,1
246951,1,3
246953,1,1
246957,1,1
246958,1,1
246971,1,3
246973,1,1
246975,1,1
246978,1,1
246981,1,3
246983,1,1
246985,1,1
246987,1,1
247135,1,6
247136,0,5
247138,1,5
247139,0,5
247153,1,6
247156,0,3
247158,1,3
247159,0,3
247163,0,5
247165,0,3
247168,0,3
247169,0,3
247183,1,5
247185,1,3
247186,0,3
247189,0,3
247193,0,5
247195,0,3
247196,0,3
247198,0,3
247315,0,6
247316,0,5
247318,0,5
247319,0,5
247351,0,6
247356,0,1
247358,0,1
247359,0,1
247361,0,5
247365,0,1
247368,0,1
247369,0,1
247381,0,5
247385,0,1
247386,0,1
247389,0,1
247391,0,5
247395,0,1
247396,0,1
247398,0,1
247513,1,6
247516,0,3
247518,0,3
247519,1,3
247531,1,6
247536,0,1
247538,0,1
247539,1,1
247561,0,3
247563,0,1
247568,0,1
247569,0,1
247581,0,3
247583,0,1
247586,0,1
247589,0,1
247591,1,3
247593,1,1
247596,0,1
247598,0,1
247613,1,5
247615,1,3
247618,1,3
247619,1,3
247631,1,5
247635,1,1
247638,1,1
247639,1,1
247651,1,3
247653,1,1
247658,1,1
247659,1,1
247681,1,3
247683,1,1
247685,1,1
247689,1,1
247691,1,3
247693,1,1
247695,1,1
247698,1,1
247813,1,5
247815,0,3
247816,1,3
247819,0,3
247831,1,5
247835,0,1
247836,1,1
247839,0,1
247851,0,3
247853,0,1
247856,0,1
247859,0,1
247861,1,3
247863,1,1
247865,0,1
247869,0,1
247891,0,3
247893,0,1
247895,0,1
247896,0,1
247913,1,5
247915,1,3
247916,1,3
247918,1,3
247931,1,5
247935,1,1
247936,1,1
247938,1,1
247951,1,3
247953,1,1
247956,1,1
247958,1,1
247961,1,3
247963,1,1
247965,1,1
247968,1,1
247981,1,3
247983,1,1
247985,1,1
247986,1,1
248135,0,6
248136,0,5
248137,0,5
248139,0,5
248153,0,6
248156,0,3
248157,0,3
248159,0,3
248163,0,5
248165,0,3
248167,1,3
248169,1,3
248173,0,5
248175,0,3
248176,1,3
248179,1,3
248193,0,5
248195,0,3
248196,1,3
248197,1,3
248315,1,6
248316,1,5
248317,1,5
248319,1,5
248351,1,6
248356,1,1
248357,1,1
248359,1,1
248361,1,5
248365,1,1
248367,1,1
248369,1,1
248371,1,5
248375,1,1
248376,1,1
248379,1,1
248391,1,5
248395,1,1
248396,1,1
248397,1,1
248513,1,6
248516,1,3
248517,1,3
248519,1,3
248531,1,6
248536,1,1
248537,1,1
248539,1,1
248561,1,3
248563,1,1
248567,1,1
248569,1,1
248571,1,3
248573,1,1
248576,1,1
248579,1,1
248591,1,3
248593,1,1
248596,1,1
248597,1,1
248613,0,5
248615,0,3
248617,0,3
248619,0,3
248631,0,5
248635,0,1
248637,0,1
248639,0,1
248651,0,3
248653,0,1
248657,0,1
248659,0,1
248671,0,3
248673,0,1
248675,0,1
248679,0,1
248691,0,3
248693,0,1
248695,0,1
248697,0,1
248713,1,5
248715,0,3
248716,1,3
248719,0,3
248731,1,5
248735,0,1
248736,1,1
248739,0,1
248751,0,3
248753,0,1
248756,0,1
248759,0,1
248761,1,3
248763,1,1
248765,0,1
248769,0,1
248791,0,3
248793,0,1
248795,0,1
248796,0,1
248913,1,5
248915,1,3
248916,1,3
248917,1,3
248931,1,5
248935,1,1
248936,1,1
248937,1,1
248951,1,3
248953,1,1
248956,1,1
248957,1,1
248961,1,3
248963,1,1
248965,1,1
248967,1,1
248971,1,3
248973,1,1
248975,1,1
248976,1,1
249135,1,6
249136,1,5
249137,1,5
249138,1,5
249153,1,6
249156,1,3
249157,1,3
249158,1,3
249163,1,5
249165,1,3
249167,1,3
249168,1,3
249173,1,5
249175,1,3
249176,1,3
249178,1,3
249183,1,5
249185,1,3
249186,1,3
249187,1,3
249315,1,6
249316,1,5
249317,1,5
249318,1,5
249351,1,6
249356,1,1
249357,1,1
249358,1,1
249361,1,5
249365,1,1
249367,1,1
249368,1,1
249371,1,5
249375,1,1
249376,1,1
249378,1,1
249381,1,5
249385,1,1
249386,1,1
249387,1,1
249513,1,6
249516,1,3
249517,1,3
249518,1,3
249531,1,6
249536,1,1
249537,1,1
249538,1,1
249561,1,3
249563,1,1
249567,1,1
249568,1,1
249571,1,3
249573,1,1
249576,1,1
249578,1,1
249581,1,3
249583,1,1
249586,1,1
249587,1,1
249613,1,5
249615,1,3
249617,1,3
249618,1,3
249631,1,5
249635,1,1
249637,1,1
249638,1,1
249651,1,3
249653,1,1
249657,1,1
249658,1,1
249671,1,3
249673,1,1
249675,1,1
249678,1,1
249681,1,3
249683,1,1
249685,1,1
249687,1,1
249713,1,5
249715,1,3
249716,1,3
249718,1,3
249731,1,5
249735,1,1
249736,1,1
249738,1,1
249751,1,3
249753,1,1
249756,1,1
249758,1,1
249761,1,3
249763,1,1
249765,1,1
249768,1,1
249781,1,3
249783,1,1
249785,1,1
249786,1,1
249813,1,5
249815,1,3
249816,1,3
249817,1,3
249831,1,5
249835,1,1
249836,1,1
249837,1,1
249851,1,3
249853,1,1
249856,1,1
249857,1,1
249861,1,3
249863,1,1
249865,1,1
249867,1,1
249871,1,3
249873,1,1
249875,1,1
249876,1,1
251346,1,7
251347,1,6
251348,1,6
251349,1,6
251364,1,7
251367,1,4
251368,1,4
251369,1,4
251374,1,6
251376,1,4
251378,0,4
251379,0,4
251384,1,6
251386,1,4
251387,0,4
251389,0,4
251394,1,6
251396,1,4
251397,0,4
251398,0,4
251436,1,7
251437,1,6
251438,1,6
251439,1,6
251463,1,7
251467,1,3
251468,0,3
251469,0,3
251473,1,6
251476,1,3
251478,1,3
251479,1,3
251483,1,6
251486,0,3
251487,1,3
251489,0,3
251493,1,6
251496,0,3
251497,1,3
251498,0,3
251634,0,7
251637,1,4
251638,0,4
251639,1,4
251643,0,7
251647,0,3
251648,0,3
251649,0,3
251673,1,4
251674,0,3
251678,0,3
251679,1,3
251683,0,4
251684,0,3
251687,0,3
251689,0,3
251693,1,4
251694,0,3
251697,1,3
251698,0,3
251734,0,6
251736,0,4
251738,0,4
251739,0,4
251743,0,6
251746,1,3
251748,0,3
251749,1,3
251763,0,4
251764,1,3
251768,0,3
251769,1,3
251783,0,4
251784,0,3
251786,0,3
251789,0,3
251793,0,4
251794,1,3
251796,1,3
251798,0,3
251834,1,6
251836,1,4
251837,1,4
251839,1,4
251843,1,6
251846,1,3
251847,1,3
251849,1,3
251863,1,4
251864,1,3
251867,1,3
251869,1,3
251873,1,4
251874,1,3
251876,1,3
251879,1,3
251893,1,4
251894,1,3
251896,1,3
251897,1,3
251934,1,6
251936,1,4
251937,1,4
251938,1,4
251943,1,6
251946,1,3
251947,1,3
251948,1,3
251963,1,4
251964,1,3
251967,1,3
251968,1,3
251973,1,4
251974,1,3
251976,1,3
251978,1,3
251983,1,4
251984,1,3
251986,1,3
251987,1,3
253146,1,7
253147,1,6
253148,1,6
253149,1,6
253164,1,7
253167,1,4
253168,1,4
253169,1,4
253174,1,6
253176,1,4
253178,0,4
253179,0,4
253184,1,6
253186,1,4
253187,0,4
253189,0,4
253194,1,6
253196,1,4
253197,0,4
253198,0,4
253416,0,7
253417,1,6
253418,0,6
253419,1,6
253461,0,7
253467,0,1
253468,0,1
253469,0,1
253471,1,6
253476,0,1
253478,0,1
253479,1,1
253481,0,6
253486,0,1
253487,0,1
253489,0,1
253491,1,6
253496,0,1
253497,1,1
253498,0,1
253614,1,7
253617,1,4
253618,1,4
253619,1,4
253641,1,7
253647,0,1
253648,0,1
253649,1,1
253671,1,4
253674,0,1
253678,0,1
253679,1,1
253681,1,4
253684,0,1
253687,0,1
253689,1,1
253691,1,4
253694,1,1
253697,1,1
253698,1,1
253714,1,6
253716,1,4
253718,1,4
253719,1,4
253741,1,6
253746,1,1
253748,1,1
253749,1,1
253761,1,4
253764,1,1
253768,1,1
253769,1,1
253781,1,4
253784,1,1
253786,1,1
253789,1,1
253791,1,4
253794,1,1
253796,1,1
253798,1,1
253814,1,6
253816,1,4
253817,1,4
253819,1,4
253841,1,6
253846,1,1
253847,1,1
253849,1,1
253861,1,4
253864,1,1
253867,1,1
253869,1,1
253871,1,4
253874,1,1
253876,1,1
253879,1,1
253891,1,4
253894,1,1
253896,1,1
253897,1,1
253914,0,6
253916,0,4
253917,0,4
253918,0,4
253941,0,6
253946,1,1
253947,1,1
253948,0,1
253961,0,4
253964,1,1
253967,1,1
253968,0,1
253971,0,4
253974,1,1
253976,1,1
253978,0,1
253981,0,4
253984,0,1
253986,0,1
253987,0,1
254136,1,7
254137,1,6
254138,1,6
254139,1,6
254163,1,7
254167,1,3
254168,0,3
254169,0,3
254173,1,6
254176,1,3
254178,1,3
254179,1,3
254183,1,6
254186,0,3
254187,1,3
254189,0,3
254193,1,6
254196,0,3
254197,1,3
254198,0,3
254316,0,7
254317,1,6
254318,0,6
254319,1,6
254361,0,7
254367,0,1
254368,0,1
254369,0,1
254371,1,6
254376,0,1
254378,0,1
254379,1,1
254381,0,6
254386,0,1
254387,0,1
254389,0,1
254391,1,6
254396,0,1
254397,1,1
254398,0,1
254613,1,7
254617,1,3
254618,1,3
254619,1,3
254631,1,7
254637,1,1
254638,1,1
254639,1,1
254671,1,3
254673,1,1
254678,1,1
254679,1,1
254681,1,3
254683,1,1
254687,1,1
254689,1,1
254691,1,3
254693,1,1
254697,1,1
254698,1,1
254713,1,6
254716,0,3
254718,0,3
254719,1,3
254731,1,6
254736,0,1
254738,0,1
254739,1,1
254761,0,3
254763,0,1
254768,0,1
254769,0,1
254781,0,3
254783,0,1
254786,0,1
254789,0,1
254791,1,3
254793,1,1
254796,0,1
254798,0,1
254813,1,6
254816,1,3
254817,1,3
254819,1,3
254831,1,6
254836,1,1
254837,1,1
254839,1,1
254861,1,3
254863,1,1
254867,1,1
254869,1,1
254871,1,3
254873,1,1
254876,1,1
254879,1,1
254891,1,3
254893,1,1
254896,1,1
254897,1,1
254913,1,6
254916,1,3
254917,1,3
254918,1,3
254931,1,6
254936,1,1
254937,1,1
254938,1,1
254961,1,3
254963,1,1
254967,1,1
254968,1,1
254971,1,3
254973,1,1
254976,1,1
254978,1,1
254981,1,3
254983,1,1
254986,1,1
254987,1,1
256134,0,7
256137,1,4
256138,0,4
256139,1,4
256143,0,7
256147,0,3
256148,0,3
256149,0,3
256173,1,4
256174,0,3
256178,0,3
256179,1,3
256183,0,4
256184,0,3
256187,0,3
256189,0,3
256193,1,4
256194,0,3
256197,1,3
256198,0,3
256314,1,7
256317,1,4
256318,1,4
256319,1,4
256341,1,7
256347,0,1
256348,0,1
256349,1,1
256371,1,4
256374,0,1
256378,0,1
256379,1,1
256381,1,4
256384,0,1
256387,0,1
256389,1,1
256391,1,4
256394,1,1
256397,1,1
256398,1,1
256413,1,7
256417,1,3
256418,1,3
256419,1,3
256431,1,7
256437,1,1
256438,1,1
256439,1,1
256471,1,3
256473,1,1
256478,1,1
256479,1,1
256481,1,3
256483,1,1
256487,1,1
256489,1,1
256491,1,3
256493,1,1
256497,1,1
256498,1,1
256713,1,4
256714,1,3
256718,1,3
256719,1,3
256731,1,4
256734,1,1
256738,1,1
256739,1,1
256741,1,3
256743,1,1
256748,1,1
256749,1,1
256781,1,3
256783,1,1
256784,1,1
256789,1,1
256791,1,3
256793,1,1
256794,1,1
256798,1,1
256813,1,4
256814,1,3
256817,1,3
256819,1,3
256831,1,4
256834,1,1
256837,1,1
256839,1,1
256841,1,3
256843,1,1
256847,1,1
256849,1,1
256871,1,3
256873,1,1
256874,1,1
256879,1,1
256891,1,3
256893,1,1
256894,1,1
256897,1,1
256913,1,4
256914,0,3
256917,1,3
256918,0,3
256931,1,4
256934,0,1
256937,1,1
256938,0,1
256941,0,3
256943,0,1
256947,0,1
256948,0,1
256971,1,3
256973,1,1
256974,0,1
256978,0,1
256981,0,3
256983,0,1
256984,0,1
256987,0,1
257134,0,6
257136,0,4
257138,0,4
257139,0,4
257143,0,6
257146,1,3
257148,0,3
257149,1,3
257163,0,4
257164,1,3
257168,0,3
257169,1,3
257183,0,4
257184,0,3
257186,0,3
257189,0,3
257193,0,4
257194,1,3
257196,1,3
257198,0,3
257314,1,6
257316,1,4
257318,1,4
257319,1,4
257341,1,6
257346,1,1
257348,1,1
257349,1,1
257361,1,4
257364,1,1
257368,1,1
257369,1,1
257381,1,4
257384,1,1
257386,1,1
257389,1,1
257391,1,4
257394,1,1
257396,1,1
257398,1,1
257413,1,6
257416,0,3
257418,0,3
257419,1,3
257431,1,6
257436,0,1
257438,0,1
257439,1,1
257461,0,3
257463,0,1
257468,0,1
257469,0,1
257481,0,3
257483,0,1
257486,0,1
257489,0,1
257491,1,3
257493,1,1
257496,0,1
257498,0,1
257613,1,4
257614,1,3
257618,1,3
257619,1,3
257631,1,4
257634,1,1
257638,1,1
257639,1,1
257641,1,3
257643,1,1
257648,1,1
257649,1,1
257681,1,3
257683,1,1
257684,1,1
257689,1,1
257691,1,3
257693,1,1
257694,1,1
257698,1,1
257813,1,4
257814,1,3
257816,1,3
257819,1,3
257831,1,4
257834,1,1
257836,1,1
257839,1,1
257841,1,3
257843,1,1
257846,1,1
257849,1,1
257861,1,3
257863,1,1
257864,1,1
257869,1,1
257891,1,3
257893,1,1
257894,1,1
257896,1,1
257913,0,4
257914,0,3
257916,0,3
257918,0,3
257931,0,4
257934,0,1
257936,0,1
257938,0,1
257941,0,3
257943,0,1
257946,0,1
257948,0,1
257961,0,3
257963,0,1
257964,0,1
257968,0,1
257981,0,3
257983,0,1
257984,0,1
257986,0,1
258134,1,6
258136,1,4
258137,1,4
258139,1,4
258143,1,6
258146,1,3
